,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Unit Price,Unit Cost,Latitude,Longitude,Target
21,8580,US-2024-169488-CHO-MIL-31000,2024-09-07,2030-03-02,First Class,169488,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
22,8582,US-2024-169488-CHO-TRI-54000,2024-09-07,2030-03-02,First Class,169488,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
23,9950,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
24,9956,US-2024-100230-CHO-TRI-54000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
25,9961,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
26,430,US-2021-155271-CHO-TRI-54000,2021-05-04,2026-10-25,Same Day,155271,United States,Middletown,Connecticut,06457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
27,5231,US-2023-121671-CHO-TRI-54000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
28,5232,US-2023-121671-CHO-SCR-58000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
29,5233,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
30,5235,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
31,5237,US-2023-121671-CHO-FUD-51000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
32,5462,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
33,5464,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
34,5469,US-2023-114601-CHO-TRI-54000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
35,5475,US-2023-114601-CHO-NUT-13000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
36,5477,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
37,7419,US-2024-114412-CHO-TRI-54000,2024-04-15,2029-10-11,Standard Class,114412,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
38,659,US-2021-154963-CHO-FUD-51000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
39,660,US-2021-154963-CHO-TRI-54000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
40,665,US-2021-154963-CHO-MIL-31000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
41,1760,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
42,1761,US-2021-143210-CHO-MIL-31000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
43,1766,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
44,3701,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
45,3704,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
46,3708,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
47,5147,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
48,5148,US-2023-147137-CHO-MIL-31000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
49,5150,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
50,5151,US-2023-147137-CHO-NUT-13000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
51,5575,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
52,5581,US-2023-131205-CHO-SCR-58000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
53,5582,US-2023-131205-CHO-MIL-31000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
54,5588,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
55,9332,US-2024-157196-CHO-NUT-13000,2024-11-05,2030-05-02,Standard Class,157196,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
56,120,US-2021-152905-CHO-FUD-51000,2021-02-18,2026-08-17,Standard Class,152905,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
57,162,US-2021-156587-CHO-NUT-13000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
58,165,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
59,168,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
60,6176,US-2023-140935-CHO-MIL-31000,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
61,6209,US-2023-140935-CHO-NUT-13000,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
62,3230,US-2022-150511-CHO-MIL-31000,2022-09-18,2028-03-16,Standard Class,150511,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
63,4434,US-2023-108637-CHO-MIL-31000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
64,4437,US-2023-108637-CHO-TRI-54000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
65,4442,US-2023-108637-CHO-SCR-58000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
66,5504,US-2023-161207-CHO-NUT-13000,2023-08-29,2029-02-23,Standard Class,161207,United States,Concord,New Hampshire,03301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
67,5520,US-2023-129714-CHO-SCR-58000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
68,5522,US-2023-129714-CHO-FUD-51000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
69,5526,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
70,5527,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
71,5530,US-2023-129714-CHO-TRI-54000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
72,7588,US-2024-159688-CHO-SCR-58000,2024-05-07,2029-11-02,Standard Class,159688,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
73,8735,US-2024-134173-CHO-NUT-13000,2024-09-16,2030-03-14,Standard Class,134173,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
74,9329,US-2024-118213-OTH-GUM-21000,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,1.25,0.6,41.446333,-90.565487,3000
75,9331,US-2024-118213-CHO-TRI-54000,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
76,9333,US-2024-118213-CHO-TRI-54000,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13.0,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
77,9340,US-2024-107174-CHO-TRI-54000,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
78,9345,US-2024-107174-CHO-FUD-51000,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
79,9365,US-2024-107174-CHO-MIL-31000,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
80,1922,US-2021-103100-CHO-NUT-13000,2021-12-20,2027-06-15,First Class,103100,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
81,1925,US-2021-103100-CHO-FUD-51000,2021-12-20,2027-06-15,First Class,103100,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
82,3573,US-2022-163181-CHO-SCR-58000,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
83,3574,US-2022-163181-CHO-SCR-58000,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
84,3575,US-2022-163181-CHO-MIL-31000,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
85,3582,US-2022-163181-CHO-MIL-31000,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
86,3583,US-2022-163181-CHO-TRI-54000,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
87,3584,US-2022-163181-CHO-NUT-13000,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
88,4282,US-2023-147431-CHO-TRI-54000,2023-02-02,2028-07-30,Standard Class,147431,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
89,5829,US-2023-122245-CHO-FUD-51000,2023-09-25,2029-03-22,Standard Class,122245,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
90,6675,US-2023-117121-CHO-FUD-51000,2023-12-17,2029-06-12,Standard Class,117121,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,46.8,13,31.2,15.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
